web-scraper-order,web-scraper-start-url,category,category-href,page,page-href,name,price,link,link-href,instock
"1597508764-1621","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","","","Colorful iGame GeForce RTX 2080 Super Advanced OC V RGB 8GB GDDR6 256-Bit Gaming Graphics Card","₹69,125","Colorful iGame GeForce RTX 2080 Super Advanced OC V RGB 8GB GDDR6 256-Bit Gaming Graphics Card","https://mdcomputers.in/colorful-igame-rtx-2080-super-advanced-oc-v-rgb-8gb-gddr6-g-i2080s-ad-oc-v.html","null"
"1597508982-2116","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","4","https://mdcomputers.in/cooling-system?page=4","Thermaltake Water 3.0 240 ARGB Sync All In One 240mm Cpu Liquid Cooler (CL-W233-PL12SW-A)","₹9,594","Thermaltake Water 3.0 240 ARGB Sync All In One 240mm Cpu Liquid Cooler (CL-W233-PL12SW-A)","https://mdcomputers.in/thermaltake-water-3-0-240-argb-sync-cl-w233-pl12sw-a.html","null"
"1597508834-1732","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","6","https://mdcomputers.in/storage?page=6","Western Digital My Passport 1TB Black External Hard Drive (WDBYVG0010BBK-WESN)","₹4,071","Western Digital My Passport 1TB Black External Hard Drive (WDBYVG0010BBK-WESN)","https://mdcomputers.in/western-digital-1tb-my-passport-black-wdbyvg0010bbk-wesn.html","null"
"1597508874-1859","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","","","ADATA AX4U3600316G18A-ST50 Desktop Ram XPG SPECTRIX D50 Series 16GB (16GBx1) DDR4 3600MHz RGB","₹9,800","ADATA AX4U3600316G18A-ST50 Desktop Ram XPG SPECTRIX D50 Series 16GB (16GBx1) DDR4 3600MHz RGB","https://mdcomputers.in/adata-xpg-spectrix-d50-16gb-ddr4-3600mhz-ax4u3600316g18a-st50.html","null"
"1597508940-2008","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","4","https://mdcomputers.in/motherboards?page=4","Msi B365M PRO-VH Motherboard (Intel Socket 1151/9th and 8th Generation Core Series CPU/Max 32GB DDR4 2666MHz Memory)","₹6,730","Msi B365M PRO-VH Motherboard (Intel Socket 1151/9th and 8th Generation Core Series CPU/Max 32GB DDR4 2666MHz Memory)","https://mdcomputers.in/msi-b365m-pro-vh.html","null"
"1597508636-1269","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","3","https://mdcomputers.in/monitors?page=3","HP 22F - 22 Inch Gaming Monitor (AMD FreeSync, 5Ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA)","₹9,950","HP 22F - 22 Inch Gaming Monitor (AMD FreeSync, 5Ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA)","https://mdcomputers.in/hp-22f-3aj92aa.html","Out Of Stock"
"1597508965-2053","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","2","https://mdcomputers.in/motherboards?page=2","ASUS PRIME H470M-PLUS Motherboard (Intel Socket 1200/10th Generation Core Series CPU/Max 128GB DDR4 2933MHz Memory)","₹11,500","ASUS PRIME H470M-PLUS Motherboard (Intel Socket 1200/10th Generation Core Series CPU/Max 128GB DDR4 2933MHz Memory)","https://mdcomputers.in/asus-prime-h470m-plus.html","null"
"1597508805-1687","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","2","https://mdcomputers.in/graphics-card?page=2","INNO3D GeForce GT 730 4GB SDDR3 128-bit Gaming Graphics Card","₹5,930","INNO3D GeForce GT 730 4GB SDDR3 128-bit Gaming Graphics Card","https://mdcomputers.in/inno3d-gt-730-4gb-sddr3-n73p-bsdv-m3bx.html","null"
"1597508805-1692","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","2","https://mdcomputers.in/graphics-card?page=2","INNO3D GEFORCE RTX 2060 SUPER TWIN X2 OC RGB 8GB GDDR6 256-bit Gaming Graphics Card","₹35,000","INNO3D GEFORCE RTX 2060 SUPER TWIN X2 OC RGB 8GB GDDR6 256-bit Gaming Graphics Card","https://mdcomputers.in/inno3d-rtx-2060-super-twin-x2-oc-rgb-n206s2-08d6x-1710va15lb.html","null"
"1597508805-1673","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","2","https://mdcomputers.in/graphics-card?page=2","Galax GeForce RTX 2060 Super (1-Click OC) 8GB GDDR6 256-bit Gaming Graphics Card","₹33,929","Galax GeForce RTX 2060 Super (1-Click OC) 8GB GDDR6 256-bit Gaming Graphics Card","https://mdcomputers.in/galax-rtx-2060-super-1-click-oc-8gb-gddr6-26isl6hp39ss.html","null"
"1597509021-4045","https://mdcomputers.in","Processor","https://mdcomputers.in/processor","2","https://mdcomputers.in/processor?page=2","9th Gen Intel® Core™ i5-9400F Desktop Processor 6 Cores up to 4.1GHz Without Processor Graphics LGA 1151 (Intel® 300 Series Chipset) 65W BX80684I59400F","₹13,896","9th Gen Intel® Core™ i5-9400F Desktop Processor 6 Cores up to 4.1GHz Without Processor Graphics LGA 1151 (Intel® 300 Series Chipset) 65W BX80684I59400F","https://mdcomputers.in/intel-core-i5-9400f.html","null"
"1597508843-1755","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","5","https://mdcomputers.in/storage?page=5","Toshiba L200 1TB Laptop Hard Drive (HDWL110UZSVA)","₹4,017","Toshiba L200 1TB Laptop Hard Drive (HDWL110UZSVA)","https://mdcomputers.in/toshiba-l200-1tb-hdwl110uzsva.html","null"
"1597508720-1548","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","","","Cooler Master MasterWatt Maker 1500 SMPS - 1500 Watt 80 Plus Titanium Certification Fully Modular PSU With Active PFC","₹39,600","Cooler Master MasterWatt Maker 1500 SMPS - 1500 Watt 80 Plus Titanium Certification Fully Modular PSU With Active PFC","https://mdcomputers.in/cooler-master-masterwatt-maker-1500-80-plus-titanium-fully-modul-mpz-f001-afbat-1.html","null"
"1597508974-2093","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","","","Antec C40 92 mm CPU Air Cooler With Blue LED","₹2,196","Antec C40 92 mm CPU Air Cooler With Blue LED","https://mdcomputers.in/antec-c40.html","null"
"1597508850-1784","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","4","https://mdcomputers.in/storage?page=4","Seagate Backup Plus Portable 4TB Silver External Hard Drive (STHP4000401)","₹9,296","Seagate Backup Plus Portable 4TB Silver External Hard Drive (STHP4000401)","https://mdcomputers.in/seagate--external-hard-drive-backup-plus-portable-4tb-silver-sthp4000401.html","null"
"1597508850-1768","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","4","https://mdcomputers.in/storage?page=4","Pioneer 512GB Internal SSD (APS-SL3N-512)","₹6,032","Pioneer 512GB Internal SSD (APS-SL3N-512)","https://mdcomputers.in/pioneer-512gb-aps-sl3n-512.html","null"
"1597508645-1354","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","2","https://mdcomputers.in/monitors?page=2","Dell E2219HN - 22 Inch Monitor (14ms Response Time, FHD IPS Panel, HDMI, VGA)","₹8,678","Dell E2219HN - 22 Inch Monitor (14ms Response Time, FHD IPS Panel, HDMI, VGA)","https://mdcomputers.in/dell-22-inch-e2219hn.html","null"
"1597508764-1619","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","","","Colorful GeForce RTX 2070 Super 8GB GDDR6 256-bit Gaming Graphics Card","₹46,499","Colorful GeForce RTX 2070 Super 8GB GDDR6 256-bit Gaming Graphics Card","https://mdcomputers.in/colorful-rtx-2070-super-8gb-gddr6-g-c2070s-8g-v.html","null"
"1597508954-2034","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","3","https://mdcomputers.in/motherboards?page=3","GIGABYTE B450M DS3H WiFi Motherboard (Amd Socket AM4/Ryzen 2nd Gen Series CPU/Max 64GB DDR4-3600MHz Memory)","₹8,540","GIGABYTE B450M DS3H WiFi Motherboard (Amd Socket AM4/Ryzen 2nd Gen Series CPU/Max 64GB DDR4-3600MHz Memory)","https://mdcomputers.in/gigabyte-b450m-ds3h-wifi.html","null"
"1597508993-2137","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","3","https://mdcomputers.in/cooling-system?page=3","NZXT Kraken X63 RGB All In One 280mm CPU Liquid Cooler And CAM Compatible (RL-KRX63-01)","₹14,250","NZXT Kraken X63 RGB All In One 280mm CPU Liquid Cooler And CAM Compatible (RL-KRX63-01)","https://mdcomputers.in/nzxt-kraken-x63-rgb-aio-280mm-rl-krx63-01.html","Out Of Stock"
"1597508636-1282","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","3","https://mdcomputers.in/monitors?page=3","LG 27GK750F-B - 27 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, 240Hz Refresh Rate, FHD TN Panel, HDMI, DisplayPort)","₹30,000","LG 27GK750F-B - 27 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, 240Hz Refresh Rate, FHD TN Panel, HDMI, DisplayPort)","https://mdcomputers.in/lg-27-inch-amd-freesync-gaming-27gk750f-b.html","null"
"1597508727-1555","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","3","https://mdcomputers.in/smps?page=3","Deepcool GamerStorm DQ650M SMPS 650 Watt 80 Plus Gold Certification Fully Modular PSU With Active PFC","₹10,072","Deepcool GamerStorm DQ650M SMPS 650 Watt 80 Plus Gold Certification Fully Modular PSU With Active PFC","https://mdcomputers.in/deepcool-gamerstorm-dq650m-650watt-80-plus-gold-fully-modular-dp-gd-dq650m.html","null"
"1597508623-1260","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","","","ASUS VG258QR - 25 Inch Gaming Monitor (Nvidia G-Sync, 0.5ms Response Time, 165Hz Refresh Rate, Frameless, FHD TN Panel, DVI-D, HDMI, DisplayPort, Speakers)","₹26,845","ASUS VG258QR - 25 Inch Gaming Monitor (Nvidia G-Sync, 0.5ms Response Time, 165Hz Refresh Rate, Frameless, FHD TN Panel, DVI-D, HDMI, DisplayPort, Speakers)","https://mdcomputers.in/asus-25-inch-gaming-vg258qr.html","null"
"1597508690-1465","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","4","https://mdcomputers.in/cabinet?page=4","Nzxt H510i (ATX) Mid Tower Cabinet With Tempered Glass Side Panel, Fan Controller And ARGB LED Strip (Black-Red)","₹10,000","Nzxt H510i (ATX) Mid Tower Cabinet With Tempered Glass Side Panel, Fan Controller And ARGB LED Strip (Black-Red)","https://mdcomputers.in/nzxt-h510i-black-red-tempered-glass-ca-h510i-br.html","null"
"1597509012-4027","https://mdcomputers.in","Processor","https://mdcomputers.in/processor","","","AMD RYZEN 7 2700X (8 CORES 16 THREADS, WITH MAX BOOST CLOCK OF 4.3GHz,BASE CLOCK OF 3.7GHz AND 20MB CACHE MEMORY)","₹19,999","AMD RYZEN 7 2700X (8 CORES 16 THREADS, WITH MAX BOOST CLOCK OF 4.3GHz,BASE CLOCK OF 3.7GHz AND 20MB CACHE MEMORY)","https://mdcomputers.in/amd-octa-core-ryzen-7-2700x.html","Out Of Stock"
"1597508928-1989","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","5","https://mdcomputers.in/motherboards?page=5","MSI MPG B550I GAMING EDGE WIFI Motherboard (AMD Socket AM4/Ryzen 3rd Gen Series CPU/Max 64GB DDR4 4600MHz Memory)","₹21,400","MSI MPG B550I GAMING EDGE WIFI Motherboard (AMD Socket AM4/Ryzen 3rd Gen Series CPU/Max 64GB DDR4 4600MHz Memory)","https://mdcomputers.in/msi-mini-itx-motherboard-mpg-b550i-gaming-edge-wifi.html","null"
"1597509040-4116","https://mdcomputers.in","Corsair Hydro X","https://mdcomputers.in/corsair_hydro_x.html","2","https://mdcomputers.in/corsair-hydro-x.html?page=2","CORSAIR Hydro X Series XF Hardline 14mm OD Fittings Four Pack (Gold)","₹2,326","CORSAIR Hydro X Series XF Hardline 14mm OD Fittings Four Pack (Gold)","https://mdcomputers.in/corsair-hydro-x-xf-hardline-14mm-gold-cx-9052009-ww.html","null"
"1597508850-1780","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","4","https://mdcomputers.in/storage?page=4","SanDisk Cruzer Blade 64GB USB 2.0 Pen Drive","₹792","SanDisk Cruzer Blade 64GB USB 2.0 Pen Drive","https://mdcomputers.in/sandisk-cruzer-blade-64gb-usb-2.0-sdcz50-064g-i35.html","null"
"1597508824-1712","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","","","Adata XPG Gammix S5 256GB 3D NAND M.2 NVMe Internal SSD (AGAMMIXS5-256GT-C)","₹4,600","Adata XPG Gammix S5 256GB 3D NAND M.2 NVMe Internal SSD (AGAMMIXS5-256GT-C)","https://mdcomputers.in/adata-xpg-gammix-s5-256gb-m-2-agammixs5-256gt-c.html","null"
"1597508690-1468","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","4","https://mdcomputers.in/cabinet?page=4","Phanteks Metallicgear Neo G (E-ATX) Mid Tower Cabinet With Tempered Glass Side Panel And Digital RGB Controller (Black)","₹7,323","Phanteks Metallicgear Neo G (E-ATX) Mid Tower Cabinet With Tempered Glass Side Panel And Digital RGB Controller (Black)","https://mdcomputers.in/metallicgear-mid-tower-neo-g-black-tempered-glass-mg-ne520g-bk.html","null"
"1597508897-1917","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","3","https://mdcomputers.in/memory?page=3","G.Skill F4-2666C18S-16GRS Laptop Ram Ripjaws Series 16GB (16GBx1) DDR4 2666MHz","₹6,800","G.Skill F4-2666C18S-16GRS Laptop Ram Ripjaws Series 16GB (16GBx1) DDR4 2666MHz","https://mdcomputers.in/gskill-ripjaws-16gb-ddr4-2666mhz-f4-2666c18s-16grs.html","null"
"1597508636-1272","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","3","https://mdcomputers.in/monitors?page=3","HP 24y - 24 Inch Monitor (8ms Response Time, FHD IPS Panel, DVI-D, HDMI, VGA)","₹9,549","HP 24y - 24 Inch Monitor (8ms Response Time, FHD IPS Panel, DVI-D, HDMI, VGA)","https://mdcomputers.in/hp-24y-24-inch-fhd-1px48aa.html","null"
"1597508897-1930","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","3","https://mdcomputers.in/memory?page=3","G.Skill F4-3200C16D-16GVKB Desktop Ram Ripjaws V Series 16GB (8GBx2) DDR4 3200MHz Black","₹7,700","G.Skill F4-3200C16D-16GVKB Desktop Ram Ripjaws V Series 16GB (8GBx2) DDR4 3200MHz Black","https://mdcomputers.in/g-skill-ripjaws-v-16gb-ddr4-3200mhz-f4-3200c16d-16gvkb.html","null"
"1597508690-1456","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","4","https://mdcomputers.in/cabinet?page=4","MSI MAG FORGE 100M RGB (ATX) Mid Tower Cabinet With Tempered Glass Side Panel And RGB Controller (Black)","₹4,633","MSI MAG FORGE 100M RGB (ATX) Mid Tower Cabinet With Tempered Glass Side Panel And RGB Controller (Black)","https://mdcomputers.in/msi-mid-tower-tempered-glass-mag-forge-100m-rgb.html","null"
"1597508772-1640","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","4","https://mdcomputers.in/graphics-card?page=4","ZOTAC GAMING GeForce RTX 2080 SUPER AMP 8GB GDDR6 256-bit 15.5Gbps Gaming Graphics Card, IceStorm 2.0, Strong Overclock, Freeze Fan Stop, PowerBoost, Spectra Lighting, 16+4 Power Phase ZT-T20820D-10P","₹70,950","ZOTAC GAMING GeForce RTX 2080 SUPER AMP 8GB GDDR6 256-bit 15.5Gbps Gaming Graphics Card, IceStorm 2.0, Strong Overclock, Freeze Fan Stop, PowerBoost, Spectra Lighting, 16+4 Power Phase ZT-T20820D-10P","https://mdcomputers.in/zotac-rtx-2080-super-amp-8gb-gddr6-zt-t20820d-10p.html","null"
"1597508974-2095","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","","","Antec C400 Glacial 120 mm Cpu Air Cooler With White LED","₹2,614","Antec C400 Glacial 120 mm Cpu Air Cooler With White LED","https://mdcomputers.in/antec-c400-glacial.html","null"
"1597508705-1503","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","3","https://mdcomputers.in/cabinet?page=3","Gigabyte Aorus C300 Glass (ATX) Mid Tower Cabinet With Tempered Glass Side Panel (Black)","₹7,405","Gigabyte Aorus C300 Glass (ATX) Mid Tower Cabinet With Tempered Glass Side Panel (Black)","https://mdcomputers.in/gigabyte-aorus-c300-glass-gb-ac300g.html","null"
"1597508654-1381","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","","","AeroCool Klaw ARGB (ATX) Mid Tower Cabinet With Tempered Glass Side Panel With ARGB Controller (Black)","₹7,178","AeroCool Klaw ARGB (ATX) Mid Tower Cabinet With Tempered Glass Side Panel With ARGB Controller (Black)","https://mdcomputers.in/aerocool-mid-tower-tempered-glass-klaw-argb.html","null"
"1597508824-1719","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","","","Adata XPG SX6000 Pro 512GB 3D NAND M.2 NVMe Internal SSD (ASX6000PNP-512GT-C)","₹7,000","Adata XPG SX6000 Pro 512GB 3D NAND M.2 NVMe Internal SSD (ASX6000PNP-512GT-C)","https://mdcomputers.in/adata-xpg-sx6000-pro-512gb-m-2-asx6000pnp-512gt-c.html","null"
"1597508858-1797","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","3","https://mdcomputers.in/storage?page=3","HP V236W 32GB USB 2.0 Pen Drive","₹460","HP V236W 32GB USB 2.0 Pen Drive","https://mdcomputers.in/hp-usb-2-0-v236w-32gb.html","null"
"1597508897-1913","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","3","https://mdcomputers.in/memory?page=3","G.Skill F4-2400C16S-4GRS Laptop Ram Ripjaws Series 4GB (4GBx1) DDR4 2400MHz","₹2,000","G.Skill F4-2400C16S-4GRS Laptop Ram Ripjaws Series 4GB (4GBx1) DDR4 2400MHz","https://mdcomputers.in/g-skill-ripjaws-4gb-ddr4-2400mhz-f4-2400c16s-4grs.html","null"
"1597509012-4015","https://mdcomputers.in","Processor","https://mdcomputers.in/processor","","","9th Gen Intel® Core™ i7-9700KF Desktop Processor 8 Cores up to 4.9GHz Unlocked Without Processor Graphics LGA1151 (Intel® 300 Series chipset) 95W BX80684I79700KF","₹34,500","9th Gen Intel® Core™ i7-9700KF Desktop Processor 8 Cores up to 4.9GHz Unlocked Without Processor Graphics LGA1151 (Intel® 300 Series chipset) 95W BX80684I79700KF","https://mdcomputers.in/intel-core-i7-9700kf-bx80684i79700kf.html","null"
"1597508954-2030","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","3","https://mdcomputers.in/motherboards?page=3","GIGABYTE B450 AORUS PRO WIFI Motherboard (Amd Socket AM4/Ryzen 2nd Gen Series CPU/Max 64GB DDR4-3200MHz Memory)","₹14,050","GIGABYTE B450 AORUS PRO WIFI Motherboard (Amd Socket AM4/Ryzen 2nd Gen Series CPU/Max 64GB DDR4-3200MHz Memory)","https://mdcomputers.in/gigabyte-b450-aorus-pro-wifi.html","null"
"1597508764-1602","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","","","Asus GeForce Rog Strix RTX 2080 Ti OC 11GB GDDR6 352-bit Gaming Graphics Card","₹128,615","Asus GeForce Rog Strix RTX 2080 Ti OC 11GB GDDR6 352-bit Gaming Graphics Card","https://mdcomputers.in/asus-rog-strix-rtx2080ti-o11g-gaming.html","null"
"1597509033-4078","https://mdcomputers.in","Corsair Hydro X","https://mdcomputers.in/corsair_hydro_x.html","3","https://mdcomputers.in/corsair-hydro-x.html?page=3","CORSAIR Hydro X Series XR7 360mm Water Cooling Radiator","₹11,737","CORSAIR Hydro X Series XR7 360mm Water Cooling Radiator","https://mdcomputers.in/corsair-hydro-x-xr7-360mm-cx-9030005-ww.html","null"
"1597509012-4032","https://mdcomputers.in","Processor","https://mdcomputers.in/processor","","","AMD RYZEN THREADRIPPER 3960X  (24 CORES 48 THREADS,WITH MAX BOOST CLOCK OF 4.5GHz,BASE CLOCK OF 3.8GHz AND 140MB CACHE MEMORY )","₹121,499","AMD RYZEN THREADRIPPER 3960X  (24 CORES 48 THREADS,WITH MAX BOOST CLOCK OF 4.5GHz,BASE CLOCK OF 3.8GHz AND 140MB CACHE MEMORY )","https://mdcomputers.in/amd-24-core-ryzen-threadripper-3960x.html","null"
"1597508636-1289","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","3","https://mdcomputers.in/monitors?page=3","Samsung LC24FG73FQWXXL - 24 Inch Curved Gaming Monitor (Amd Freesync, 1800r Screen Curved, 1ms Response Time, 144Hz Refresh Rate, FHD VA Panel, DisplayPort, HDMI)","₹23,330","Samsung LC24FG73FQWXXL - 24 Inch Curved Gaming Monitor (Amd Freesync, 1800r Screen Curved, 1ms Response Time, 144Hz Refresh Rate, FHD VA Panel, DisplayPort, HDMI)","https://mdcomputers.in/samsung-24-inch-amd-freesync-gaming-lc24fg73fqwxxl.html","null"
"1597508824-1720","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","","","Adata XPG SX8200 Pro 256GB 3D NAND M.2 NVMe Internal SSD (ASX8200PNP-256GT-C)","₹5,386","Adata XPG SX8200 Pro 256GB 3D NAND M.2 NVMe Internal SSD (ASX8200PNP-256GT-C)","https://mdcomputers.in/adata-xpg-sx8200-pro-256gb-m-2-asx8200pnp-256gt-c.html","null"
"1597508982-2115","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","4","https://mdcomputers.in/cooling-system?page=4","Thermaltake Water 3.0 120 ARGB Sync All In One 120mm Cpu Liquid Cooler (CL-W232-PL12SW-A)","₹6,261","Thermaltake Water 3.0 120 ARGB Sync All In One 120mm Cpu Liquid Cooler (CL-W232-PL12SW-A)","https://mdcomputers.in/thermaltake-water-3.0-120-argb-sync-cl-w232-pl12sw-a.html","null"
"1597509028-4064","https://mdcomputers.in","Corsair Hydro X","https://mdcomputers.in/corsair_hydro_x.html","","","CORSAIR Hydro X Series XF 90° Rotary Adapters Twin Pack (Chrome)","₹2,326","CORSAIR Hydro X Series XF 90° Rotary Adapters Twin Pack (Chrome)","https://mdcomputers.in/corsair-xf-90-rotary-chrome-cx-9055008-ww.html","null"
"1597508754-1579","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","2","https://mdcomputers.in/smps?page=2","Corsair CV650 SMPS - 650 Watt 80 Plus Bronze Certification PSU With Active PFC","₹5,255","Corsair CV650 SMPS - 650 Watt 80 Plus Bronze Certification PSU With Active PFC","https://mdcomputers.in/corsair-cv650-80-plus-bronze-cp-9020211-uk.html","null"
"1597508843-1747","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","5","https://mdcomputers.in/storage?page=5","Silicon Power Ace A55 128GB Internal SSD (SP128GBSS3A55S25)","₹2,300","Silicon Power Ace A55 128GB Internal SSD (SP128GBSS3A55S25)","https://mdcomputers.in/silicon-power-ace-a55-128gb-sp128gbss3a55s25.html","null"
"1597508690-1464","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","4","https://mdcomputers.in/cabinet?page=4","NZXT H510 Horde Limited Edition (ATX) Mid Tower Cabinet With Tempered Glass Side Panel (CA-H510B-WH)","₹18,000","NZXT H510 Horde Limited Edition (ATX) Mid Tower Cabinet With Tempered Glass Side Panel (CA-H510B-WH)","https://mdcomputers.in/nzxt-h510-horde-limited-edition-ca-h510b-wh.html","null"
