web-scraper-order,web-scraper-start-url,page,page-href,name,price,link,link-href,stock
"1597508502-965","https://www.pcstudio.in/?s=&post_type=product","40","https://www.pcstudio.in/page/40/?s&post_type=product","G.SKILL 16GB (8GBX2) DDR4 – 3200 MHZ TRIDENT Z RGB SERIES RAM (F4-3200C16D-16GTZR)","₹10,000.00","<img width=""324"" height=""324"" src=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2019/11/G.SKILL-16GB-8GBX2-DDR4-3200-MHZ-TRIDENT-Z-RGB-SERIES-F4-3200C16D-16GTZR-RAM-1-324x324.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail"" alt=""G.SKILL 16GB (8GBX2) DDR4 - 3200 MHZ TRIDENT Z RGB SERIES RAM (F4-3200C16D-16GTZR)"" srcset=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2019/11/G.SKILL-16GB-8GBX2-DDR4-3200-MHZ-TRIDENT-Z-RGB-SERIES-F4-3200C16D-16GTZR-RAM-1-324x324.jpg 324w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_150/https://www.pcstudio.in/wp-content/uploads/2019/11/G.SKILL-16GB-8GBX2-DDR4-3200-MHZ-TRIDENT-Z-RGB-SERIES-F4-3200C16D-16GTZR-RAM-1-150x150.jpg 150w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_300/https://www.pcstudio.in/wp-content/uploads/2019/11/G.SKILL-16GB-8GBX2-DDR4-3200-MHZ-TRIDENT-Z-RGB-SERIES-F4-3200C16D-16GTZR-RAM-1-300x300.jpg 300w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_768/https://www.pcstudio.in/wp-content/uploads/2019/11/G.SKILL-16GB-8GBX2-DDR4-3200-MHZ-TRIDENT-Z-RGB-SERIES-F4-3200C16D-16GTZR-RAM-1-768x768.jpg 768w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_416/https://www.pcstudio.in/wp-content/uploads/2019/11/G.SKILL-16GB-8GBX2-DDR4-3200-MHZ-TRIDENT-Z-RGB-SERIES-F4-3200C16D-16GTZR-RAM-1-416x416.jpg 416w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_100/https://www.pcstudio.in/wp-content/uploads/2019/11/G.SKILL-16GB-8GBX2-DDR4-3200-MHZ-TRIDENT-Z-RGB-SERIES-F4-3200C16D-16GTZR-RAM-1-100x100.jpg 100w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_800/https://www.pcstudio.in/wp-content/uploads/2019/11/G.SKILL-16GB-8GBX2-DDR4-3200-MHZ-TRIDENT-Z-RGB-SERIES-F4-3200C16D-16GTZR-RAM-1.jpg 800w"" sizes=""(max-width: 324px) 100vw, 324px"" /><img width=""324"" height=""324"" src=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2019/11/G.SKILL-16GB-8GBX2-DDR4-3200-MHZ-TRIDENT-Z-RGB-SERIES-F4-3200C16D-16GTZR-RAM-5-324x324.jpg"" class=""secondary-image attachment-shop-catalog wp-post-image wp-post-image--secondary"" alt="""" title=""G.SKILL 16GB (8GBX2) DDR4 &#8211; 3200 MHZ TRIDENT Z RGB SERIES F4-3200C16D-16GTZR RAM (5)"" srcset=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2019/11/G.SKILL-16GB-8GBX2-DDR4-3200-MHZ-TRIDENT-Z-RGB-SERIES-F4-3200C16D-16GTZR-RAM-5-324x324.jpg 324w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_150/https://www.pcstudio.in/wp-content/uploads/2019/11/G.SKILL-16GB-8GBX2-DDR4-3200-MHZ-TRIDENT-Z-RGB-SERIES-F4-3200C16D-16GTZR-RAM-5-150x150.jpg 150w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_300/https://www.pcstudio.in/wp-content/uploads/2019/11/G.SKILL-16GB-8GBX2-DDR4-3200-MHZ-TRIDENT-Z-RGB-SERIES-F4-3200C16D-16GTZR-RAM-5-300x300.jpg 300w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_768/https://www.pcstudio.in/wp-content/uploads/2019/11/G.SKILL-16GB-8GBX2-DDR4-3200-MHZ-TRIDENT-Z-RGB-SERIES-F4-3200C16D-16GTZR-RAM-5-768x768.jpg 768w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_416/https://www.pcstudio.in/wp-content/uploads/2019/11/G.SKILL-16GB-8GBX2-DDR4-3200-MHZ-TRIDENT-Z-RGB-SERIES-F4-3200C16D-16GTZR-RAM-5-416x416.jpg 416w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_100/https://www.pcstudio.in/wp-content/uploads/2019/11/G.SKILL-16GB-8GBX2-DDR4-3200-MHZ-TRIDENT-Z-RGB-SERIES-F4-3200C16D-16GTZR-RAM-5-100x100.jpg 100w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_800/https://www.pcstudio.in/wp-content/uploads/2019/11/G.SKILL-16GB-8GBX2-DDR4-3200-MHZ-TRIDENT-Z-RGB-SERIES-F4-3200C16D-16GTZR-RAM-5.jpg 800w"" sizes=""(max-width: 324px) 100vw, 324px"" />G.SKILL 16GB (8GBX2) DDR4 – 3200 MHZ TRIDENT Z RGB SERIES RAM (F4-3200C16D-16GTZR) ₹10,000.00","https://www.pcstudio.in/product/gskill-16gb-8x2-ddr4-3200mhz-trident-z-rgb-series-ram/","Add to cart"
"1597508173-382","https://www.pcstudio.in/?s=&post_type=product","31","https://www.pcstudio.in/page/31/?s&post_type=product","SAMSUNG LC24FG73FQWXXL 23.5″ INCH CURVED WITH 1800R FUll HD LED MONITOR","₹21,500.00","<img width=""324"" height=""324"" src=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2020/01/SAMSUNG-LC24FG73FQWXXL-23.5-INCH-CURVED-WITH-1800R-FUll-HD-LED-MONITOR-1-324x324.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail"" alt="""" srcset=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2020/01/SAMSUNG-LC24FG73FQWXXL-23.5-INCH-CURVED-WITH-1800R-FUll-HD-LED-MONITOR-1-324x324.jpg 324w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_150/https://www.pcstudio.in/wp-content/uploads/2020/01/SAMSUNG-LC24FG73FQWXXL-23.5-INCH-CURVED-WITH-1800R-FUll-HD-LED-MONITOR-1-150x150.jpg 150w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_300/https://www.pcstudio.in/wp-content/uploads/2020/01/SAMSUNG-LC24FG73FQWXXL-23.5-INCH-CURVED-WITH-1800R-FUll-HD-LED-MONITOR-1-300x300.jpg 300w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_768/https://www.pcstudio.in/wp-content/uploads/2020/01/SAMSUNG-LC24FG73FQWXXL-23.5-INCH-CURVED-WITH-1800R-FUll-HD-LED-MONITOR-1-768x768.jpg 768w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_416/https://www.pcstudio.in/wp-content/uploads/2020/01/SAMSUNG-LC24FG73FQWXXL-23.5-INCH-CURVED-WITH-1800R-FUll-HD-LED-MONITOR-1-416x416.jpg 416w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_100/https://www.pcstudio.in/wp-content/uploads/2020/01/SAMSUNG-LC24FG73FQWXXL-23.5-INCH-CURVED-WITH-1800R-FUll-HD-LED-MONITOR-1-100x100.jpg 100w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_800/https://www.pcstudio.in/wp-content/uploads/2020/01/SAMSUNG-LC24FG73FQWXXL-23.5-INCH-CURVED-WITH-1800R-FUll-HD-LED-MONITOR-1.jpg 800w"" sizes=""(max-width: 324px) 100vw, 324px"" /><img width=""324"" height=""324"" src=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2020/01/SAMSUNG-LC24FG73FQWXXL-23.5-INCH-CURVED-WITH-1800R-FUll-HD-LED-MONITOR-5-324x324.jpg"" class=""secondary-image attachment-shop-catalog wp-post-image wp-post-image--secondary"" alt="""" title=""SAMSUNG LC24FG73FQWXXL 23.5 INCH CURVED WITH 1800R FUll HD LED MONITOR (5)"" srcset=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2020/01/SAMSUNG-LC24FG73FQWXXL-23.5-INCH-CURVED-WITH-1800R-FUll-HD-LED-MONITOR-5-324x324.jpg 324w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_150/https://www.pcstudio.in/wp-content/uploads/2020/01/SAMSUNG-LC24FG73FQWXXL-23.5-INCH-CURVED-WITH-1800R-FUll-HD-LED-MONITOR-5-150x150.jpg 150w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_300/https://www.pcstudio.in/wp-content/uploads/2020/01/SAMSUNG-LC24FG73FQWXXL-23.5-INCH-CURVED-WITH-1800R-FUll-HD-LED-MONITOR-5-300x300.jpg 300w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_768/https://www.pcstudio.in/wp-content/uploads/2020/01/SAMSUNG-LC24FG73FQWXXL-23.5-INCH-CURVED-WITH-1800R-FUll-HD-LED-MONITOR-5-768x768.jpg 768w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_416/https://www.pcstudio.in/wp-content/uploads/2020/01/SAMSUNG-LC24FG73FQWXXL-23.5-INCH-CURVED-WITH-1800R-FUll-HD-LED-MONITOR-5-416x416.jpg 416w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_100/https://www.pcstudio.in/wp-content/uploads/2020/01/SAMSUNG-LC24FG73FQWXXL-23.5-INCH-CURVED-WITH-1800R-FUll-HD-LED-MONITOR-5-100x100.jpg 100w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_800/https://www.pcstudio.in/wp-content/uploads/2020/01/SAMSUNG-LC24FG73FQWXXL-23.5-INCH-CURVED-WITH-1800R-FUll-HD-LED-MONITOR-5.jpg 800w"" sizes=""(max-width: 324px) 100vw, 324px"" />SAMSUNG LC24FG73FQWXXL 23.5″ INCH CURVED WITH 1800R FUll HD LED MONITOR ₹21,500.00","https://www.pcstudio.in/product/samsung-lc24fg73fqwxxl-23-5-inch-curved-with-1800r-full-hd-led-monitor/","Add to cart"
"1597508551-1096","https://www.pcstudio.in/?s=&post_type=product","52","https://www.pcstudio.in/page/52/?s&post_type=product","NZXT H510 COMPACT MID-TOWER BLACK CASE WITH TEMPERED GLASS","₹6,790.00","<img width=""324"" height=""324"" src=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2018/10/nzxt-h500-matte-black-1-600x600-324x324.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail"" alt="""" srcset=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2018/10/nzxt-h500-matte-black-1-600x600-324x324.jpg 324w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_150/https://www.pcstudio.in/wp-content/uploads/2018/10/nzxt-h500-matte-black-1-600x600-150x150.jpg 150w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_300/https://www.pcstudio.in/wp-content/uploads/2018/10/nzxt-h500-matte-black-1-600x600-300x300.jpg 300w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_416/https://www.pcstudio.in/wp-content/uploads/2018/10/nzxt-h500-matte-black-1-600x600-416x416.jpg 416w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_100/https://www.pcstudio.in/wp-content/uploads/2018/10/nzxt-h500-matte-black-1-600x600-100x100.jpg 100w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_600/https://www.pcstudio.in/wp-content/uploads/2018/10/nzxt-h500-matte-black-1-600x600.jpg 600w"" sizes=""(max-width: 324px) 100vw, 324px"" /><img width=""324"" height=""324"" src=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2018/10/nzxt-h500-matte-black-9-600x600-324x324.jpg"" class=""secondary-image attachment-shop-catalog wp-post-image wp-post-image--secondary"" alt="""" title=""nzxt-h500-matte-black-9-600&#215;600"" srcset=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2018/10/nzxt-h500-matte-black-9-600x600-324x324.jpg 324w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_150/https://www.pcstudio.in/wp-content/uploads/2018/10/nzxt-h500-matte-black-9-600x600-150x150.jpg 150w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_300/https://www.pcstudio.in/wp-content/uploads/2018/10/nzxt-h500-matte-black-9-600x600-300x300.jpg 300w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_416/https://www.pcstudio.in/wp-content/uploads/2018/10/nzxt-h500-matte-black-9-600x600-416x416.jpg 416w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_100/https://www.pcstudio.in/wp-content/uploads/2018/10/nzxt-h500-matte-black-9-600x600-100x100.jpg 100w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_600/https://www.pcstudio.in/wp-content/uploads/2018/10/nzxt-h500-matte-black-9-600x600.jpg 600w"" sizes=""(max-width: 324px) 100vw, 324px"" />NZXT H510 COMPACT MID-TOWER BLACK CASE WITH TEMPERED GLASS ₹6,790.00","https://www.pcstudio.in/product/nzxt-h500-cabinet/","Add to cart"
"1597508509-996","https://www.pcstudio.in/?s=&post_type=product","42","https://www.pcstudio.in/page/42/?s&post_type=product","Corsair Hydro Series H100i RGB PLATINUM 240mm Liquid CPU Cooler","₹11,800.00","<img width=""324"" height=""324"" src=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2019/11/Corsair-Hydro-Series-H100i-RGB-PLATINUM-240mm-Liquid-CPU-Cooler-1-324x324.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail"" alt="""" srcset=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2019/11/Corsair-Hydro-Series-H100i-RGB-PLATINUM-240mm-Liquid-CPU-Cooler-1-324x324.jpg 324w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_150/https://www.pcstudio.in/wp-content/uploads/2019/11/Corsair-Hydro-Series-H100i-RGB-PLATINUM-240mm-Liquid-CPU-Cooler-1-150x150.jpg 150w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_300/https://www.pcstudio.in/wp-content/uploads/2019/11/Corsair-Hydro-Series-H100i-RGB-PLATINUM-240mm-Liquid-CPU-Cooler-1-300x300.jpg 300w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_768/https://www.pcstudio.in/wp-content/uploads/2019/11/Corsair-Hydro-Series-H100i-RGB-PLATINUM-240mm-Liquid-CPU-Cooler-1-768x768.jpg 768w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_416/https://www.pcstudio.in/wp-content/uploads/2019/11/Corsair-Hydro-Series-H100i-RGB-PLATINUM-240mm-Liquid-CPU-Cooler-1-416x416.jpg 416w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_100/https://www.pcstudio.in/wp-content/uploads/2019/11/Corsair-Hydro-Series-H100i-RGB-PLATINUM-240mm-Liquid-CPU-Cooler-1-100x100.jpg 100w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_800/https://www.pcstudio.in/wp-content/uploads/2019/11/Corsair-Hydro-Series-H100i-RGB-PLATINUM-240mm-Liquid-CPU-Cooler-1.jpg 800w"" sizes=""(max-width: 324px) 100vw, 324px"" /><img width=""324"" height=""324"" src=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2019/11/Corsair-Hydro-Series-H100i-RGB-PLATINUM-240mm-Liquid-CPU-Cooler-3-324x324.jpg"" class=""secondary-image attachment-shop-catalog wp-post-image wp-post-image--secondary"" alt="""" title=""Corsair Hydro Series H100i RGB PLATINUM 240mm Liquid CPU Cooler (3)"" srcset=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2019/11/Corsair-Hydro-Series-H100i-RGB-PLATINUM-240mm-Liquid-CPU-Cooler-3-324x324.jpg 324w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_150/https://www.pcstudio.in/wp-content/uploads/2019/11/Corsair-Hydro-Series-H100i-RGB-PLATINUM-240mm-Liquid-CPU-Cooler-3-150x150.jpg 150w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_300/https://www.pcstudio.in/wp-content/uploads/2019/11/Corsair-Hydro-Series-H100i-RGB-PLATINUM-240mm-Liquid-CPU-Cooler-3-300x300.jpg 300w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_768/https://www.pcstudio.in/wp-content/uploads/2019/11/Corsair-Hydro-Series-H100i-RGB-PLATINUM-240mm-Liquid-CPU-Cooler-3-768x768.jpg 768w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_416/https://www.pcstudio.in/wp-content/uploads/2019/11/Corsair-Hydro-Series-H100i-RGB-PLATINUM-240mm-Liquid-CPU-Cooler-3-416x416.jpg 416w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_100/https://www.pcstudio.in/wp-content/uploads/2019/11/Corsair-Hydro-Series-H100i-RGB-PLATINUM-240mm-Liquid-CPU-Cooler-3-100x100.jpg 100w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_800/https://www.pcstudio.in/wp-content/uploads/2019/11/Corsair-Hydro-Series-H100i-RGB-PLATINUM-240mm-Liquid-CPU-Cooler-3.jpg 800w"" sizes=""(max-width: 324px) 100vw, 324px"" />Corsair Hydro Series H100i RGB PLATINUM 240mm Liquid CPU Cooler ₹11,800.00","https://www.pcstudio.in/product/corsair-hydro-series-h100i-rgb-platinum-240mm-liquid-cpu-cooler/","Read more"
"1597508487-925","https://www.pcstudio.in/?s=&post_type=product","36","https://www.pcstudio.in/page/36/?s&post_type=product","SAPPHIRE RADEON PULSE RX 5500 XT 4G GDDR6","₹16,990.00","<img width=""324"" height=""324"" src=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2020/01/SAPPHIRE-RADEON-PULSE-RX-5500-XT-4G-GDDR6-4-324x324.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail"" alt="""" srcset=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2020/01/SAPPHIRE-RADEON-PULSE-RX-5500-XT-4G-GDDR6-4-324x324.jpg 324w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_150/https://www.pcstudio.in/wp-content/uploads/2020/01/SAPPHIRE-RADEON-PULSE-RX-5500-XT-4G-GDDR6-4-150x150.jpg 150w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_300/https://www.pcstudio.in/wp-content/uploads/2020/01/SAPPHIRE-RADEON-PULSE-RX-5500-XT-4G-GDDR6-4-300x300.jpg 300w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_768/https://www.pcstudio.in/wp-content/uploads/2020/01/SAPPHIRE-RADEON-PULSE-RX-5500-XT-4G-GDDR6-4-768x768.jpg 768w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_416/https://www.pcstudio.in/wp-content/uploads/2020/01/SAPPHIRE-RADEON-PULSE-RX-5500-XT-4G-GDDR6-4-416x416.jpg 416w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_100/https://www.pcstudio.in/wp-content/uploads/2020/01/SAPPHIRE-RADEON-PULSE-RX-5500-XT-4G-GDDR6-4-100x100.jpg 100w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_800/https://www.pcstudio.in/wp-content/uploads/2020/01/SAPPHIRE-RADEON-PULSE-RX-5500-XT-4G-GDDR6-4.jpg 800w"" sizes=""(max-width: 324px) 100vw, 324px"" /><img width=""324"" height=""324"" src=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2020/01/SAPPHIRE-RADEON-PULSE-RX-5500-XT-4G-GDDR6-2-324x324.jpg"" class=""secondary-image attachment-shop-catalog wp-post-image wp-post-image--secondary"" alt="""" title=""SAPPHIRE RADEON PULSE RX 5500 XT 4G GDDR6 (2)"" srcset=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2020/01/SAPPHIRE-RADEON-PULSE-RX-5500-XT-4G-GDDR6-2-324x324.jpg 324w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_150/https://www.pcstudio.in/wp-content/uploads/2020/01/SAPPHIRE-RADEON-PULSE-RX-5500-XT-4G-GDDR6-2-150x150.jpg 150w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_300/https://www.pcstudio.in/wp-content/uploads/2020/01/SAPPHIRE-RADEON-PULSE-RX-5500-XT-4G-GDDR6-2-300x300.jpg 300w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_768/https://www.pcstudio.in/wp-content/uploads/2020/01/SAPPHIRE-RADEON-PULSE-RX-5500-XT-4G-GDDR6-2-768x768.jpg 768w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_416/https://www.pcstudio.in/wp-content/uploads/2020/01/SAPPHIRE-RADEON-PULSE-RX-5500-XT-4G-GDDR6-2-416x416.jpg 416w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_100/https://www.pcstudio.in/wp-content/uploads/2020/01/SAPPHIRE-RADEON-PULSE-RX-5500-XT-4G-GDDR6-2-100x100.jpg 100w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_800/https://www.pcstudio.in/wp-content/uploads/2020/01/SAPPHIRE-RADEON-PULSE-RX-5500-XT-4G-GDDR6-2.jpg 800w"" sizes=""(max-width: 324px) 100vw, 324px"" />SAPPHIRE RADEON PULSE RX 5500 XT 4G GDDR6 ₹16,990.00","https://www.pcstudio.in/product/sapphire-radeon-pulse-rx-5500-xt-4g-gddr6/","Read more"
"1597508035-25","https://www.pcstudio.in/?s=&post_type=product","65","https://www.pcstudio.in/page/65/?s&post_type=product","AMD Basic Gaming PC","₹35,900.00","<img width=""324"" height=""324"" src=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2019/09/amd-gaming-pc-basic-2-324x324.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail"" alt=""AMD Basic Gaming PC"" srcset=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2019/09/amd-gaming-pc-basic-2-324x324.jpg 324w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_416/https://www.pcstudio.in/wp-content/uploads/2019/09/amd-gaming-pc-basic-2-416x416.jpg 416w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_150/https://www.pcstudio.in/wp-content/uploads/2019/09/amd-gaming-pc-basic-2-150x150.jpg 150w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_300/https://www.pcstudio.in/wp-content/uploads/2019/09/amd-gaming-pc-basic-2-300x300.jpg 300w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_768/https://www.pcstudio.in/wp-content/uploads/2019/09/amd-gaming-pc-basic-2-768x768.jpg 768w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_100/https://www.pcstudio.in/wp-content/uploads/2019/09/amd-gaming-pc-basic-2-100x100.jpg 100w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_800/https://www.pcstudio.in/wp-content/uploads/2019/09/amd-gaming-pc-basic-2.jpg 800w"" sizes=""(max-width: 324px) 100vw, 324px"" />AMD Basic Gaming PC ₹35,900.00","https://www.pcstudio.in/product/amd-basic-gaming-pc/","Add to cart"
"1597508370-730","https://www.pcstudio.in/?s=&post_type=product","14","https://www.pcstudio.in/page/14/?s&post_type=product","Razer Kraken X USB – Digital Surround Sound Gaming Headset","₹4,980.00","<img width=""324"" height=""324"" src=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2020/05/Razer-Kraken-X-USB-1-324x324.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail"" alt=""Razer Kraken X USB – Digital Surround Sound Gaming Headset (RZ04-02960100-R3M1)"" srcset=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2020/05/Razer-Kraken-X-USB-1-324x324.jpg 324w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_150/https://www.pcstudio.in/wp-content/uploads/2020/05/Razer-Kraken-X-USB-1-150x150.jpg 150w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_100/https://www.pcstudio.in/wp-content/uploads/2020/05/Razer-Kraken-X-USB-1-100x100.jpg 100w"" sizes=""(max-width: 324px) 100vw, 324px"" /><img width=""324"" height=""324"" src=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2020/05/Razer-Kraken-X-USB-2-324x324.jpg"" class=""secondary-image attachment-shop-catalog wp-post-image wp-post-image--secondary"" alt="""" title=""Razer-Kraken-X-USB-2"" srcset=""https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_324/https://www.pcstudio.in/wp-content/uploads/2020/05/Razer-Kraken-X-USB-2-324x324.jpg 324w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_150/https://www.pcstudio.in/wp-content/uploads/2020/05/Razer-Kraken-X-USB-2-150x150.jpg 150w, https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_100/https://www.pcstudio.in/wp-content/uploads/2020/05/Razer-Kraken-X-USB-2-100x100.jpg 100w"" sizes=""(max-width: 324px) 100vw, 324px"" />Razer Kraken X USB – Digital Surround Sound Gaming Headset ₹4,980.00","https://www.pcstudio.in/product/razer-kraken-x-usb-digital-surround-sound-gaming-headset/","Add to cart"
